Day_of_Week,Time_of_Booking,Days_Before_Travel,Train_Popularity,Season,Travel_Class,Num_Passengers,Booking_Type,Waiting_List_Position,Ticket_Confirmed
Wed,Evening,45,Low,Holiday,3AC,2,Tatkal,48,1
Fri,Afternoon,66,Low,Holiday,1AC,1,Normal,72,1
Thu,Afternoon,31,Medium,Holiday,1AC,2,Normal,84,1
Wed,Evening,91,High,Festival,2AC,1,Normal,8,1
Tue,Afternoon,3,Low,Holiday,Sleeper,4,Normal,16,0
Wed,Afternoon,115,Medium,Holiday,2AC,5,Tatkal,71,1
Fri,Morning,102,Low,Normal,3AC,3,Tatkal,2,1
Sat,Afternoon,25,Medium,Festival,1AC,1,Normal,72,0
Sat,Night,30,High,Festival,Sleeper,4,Normal,68,0
Sat,Morning,73,Medium,Festival,1AC,4,Normal,94,1
Sat,Night,75,High,Normal,2AC,3,Tatkal,2,1
Sun,Morning,60,Low,Festival,2AC,5,Normal,29,0
Thu,Morning,16,Low,Festival,Sleeper,4,Tatkal,87,0
Mon,Morning,118,High,Normal,2AC,5,Normal,53,0
Sun,Morning,52,Low,Festival,Sleeper,2,Normal,93,0
Thu,Afternoon,45,Low,Normal,2AC,3,Tatkal,99,1
Wed,Night,7,Medium,Holiday,2AC,4,Normal,39,0
Tue,Afternoon,74,High,Festival,2AC,3,Normal,51,1
Fri,Afternoon,71,Low,Normal,3AC,3,Tatkal,41,1
Wed,Evening,29,Low,Festival,2AC,4,Normal,69,1
Mon,Afternoon,117,Medium,Holiday,Sleeper,1,Tatkal,97,1
Fri,Morning,82,High,Normal,Sleeper,3,Tatkal,31,1
Fri,Evening,17,Medium,Festival,2AC,5,Normal,9,1
Fri,Evening,56,Medium,Normal,1AC,1,Normal,18,0
Wed,Afternoon,7,Low,Holiday,Sleeper,1,Normal,11,0
Mon,Night,79,High,Festival,Sleeper,2,Normal,65,0
Wed,Evening,25,Low,Normal,1AC,1,Tatkal,69,1
Fri,Afternoon,20,High,Holiday,1AC,1,Normal,43,1
Fri,Afternoon,47,Low,Normal,Sleeper,4,Normal,77,0
Sun,Morning,105,Low,Holiday,1AC,5,Normal,65,1
Tue,Night,50,High,Normal,2AC,5,Tatkal,25,0
Thu,Evening,61,High,Normal,2AC,1,Normal,87,0
Wed,Night,70,Medium,Festival,3AC,1,Tatkal,11,1
Mon,Night,42,Medium,Festival,1AC,4,Normal,83,0
Sun,Night,1,Medium,Festival,Sleeper,4,Tatkal,40,1
Fri,Evening,20,High,Holiday,1AC,1,Tatkal,18,0
Wed,Evening,61,Low,Normal,1AC,5,Normal,77,1
Thu,Night,3,High,Normal,3AC,2,Tatkal,46,1
Wed,Afternoon,52,Medium,Festival,Sleeper,4,Normal,6,0
Thu,Evening,25,Medium,Normal,3AC,5,Normal,72,1
Wed,Morning,84,Medium,Normal,3AC,4,Tatkal,56,0
Tue,Night,10,Medium,Holiday,2AC,2,Tatkal,69,0
Wed,Evening,48,Low,Normal,Sleeper,3,Tatkal,12,1
Sun,Evening,75,Low,Normal,3AC,1,Normal,70,0
Sat,Night,41,Medium,Normal,2AC,3,Normal,58,1
Tue,Morning,75,High,Holiday,Sleeper,4,Normal,35,1
Thu,Afternoon,27,Medium,Holiday,3AC,4,Normal,54,1
Fri,Afternoon,39,Medium,Holiday,2AC,5,Normal,73,0
Fri,Evening,46,Medium,Festival,1AC,2,Tatkal,96,1
Wed,Morning,49,Low,Normal,1AC,5,Normal,91,1
Mon,Morning,44,High,Festival,Sleeper,5,Tatkal,40,0
Wed,Night,13,Low,Normal,2AC,2,Tatkal,42,0
Tue,Night,104,Medium,Festival,1AC,3,Normal,74,1
Tue,Morning,83,Medium,Holiday,Sleeper,3,Tatkal,38,1
Thu,Afternoon,28,Medium,Festival,2AC,4,Normal,97,1
Wed,Night,39,High,Festival,1AC,4,Normal,21,1
Thu,Night,73,Low,Normal,3AC,2,Tatkal,77,0
Mon,Afternoon,114,Low,Festival,Sleeper,4,Tatkal,40,0
Fri,Afternoon,52,High,Festival,2AC,1,Tatkal,61,0
Fri,Night,26,Low,Normal,3AC,4,Tatkal,99,0
Wed,Morning,96,Medium,Holiday,1AC,2,Normal,48,0
Thu,Night,53,High,Normal,Sleeper,5,Tatkal,41,0
Thu,Afternoon,39,High,Festival,1AC,1,Tatkal,98,0
Mon,Night,99,High,Festival,Sleeper,5,Tatkal,68,1
Thu,Evening,80,Medium,Holiday,Sleeper,4,Normal,62,1
Sat,Afternoon,63,Low,Normal,3AC,2,Normal,91,0
Sat,Night,42,Low,Holiday,2AC,3,Normal,27,1
Tue,Evening,106,Medium,Normal,Sleeper,2,Tatkal,67,1
Sat,Afternoon,58,Medium,Holiday,3AC,4,Normal,25,1
Sat,Evening,25,High,Festival,2AC,2,Tatkal,33,0
Tue,Morning,57,High,Normal,1AC,1,Normal,42,1
Sat,Afternoon,110,Low,Normal,Sleeper,4,Normal,37,1
Sat,Evening,109,High,Holiday,1AC,5,Tatkal,11,0
Tue,Morning,7,High,Normal,3AC,1,Normal,91,0
Wed,Evening,69,High,Festival,2AC,2,Normal,68,0
Sun,Afternoon,59,High,Normal,3AC,5,Tatkal,46,0
Tue,Afternoon,103,Low,Holiday,1AC,1,Tatkal,83,1
Tue,Afternoon,49,Medium,Holiday,1AC,3,Tatkal,85,1
Sat,Morning,95,Low,Holiday,1AC,3,Tatkal,57,1
Fri,Night,69,Medium,Normal,Sleeper,5,Normal,44,1
Sun,Afternoon,91,High,Festival,1AC,2,Normal,100,1
Sat,Morning,81,High,Normal,3AC,1,Normal,36,1
Wed,Morning,37,High,Holiday,3AC,5,Tatkal,62,0
Tue,Afternoon,5,Low,Holiday,1AC,4,Tatkal,63,0
Mon,Afternoon,73,High,Normal,1AC,5,Tatkal,92,1
Tue,Afternoon,12,Medium,Festival,Sleeper,4,Normal,18,1
Sun,Afternoon,102,Low,Festival,2AC,1,Tatkal,64,1
Wed,Night,77,Low,Festival,2AC,5,Normal,95,1
Sun,Night,96,Low,Festival,3AC,3,Normal,57,0
Thu,Evening,31,Medium,Festival,3AC,2,Tatkal,39,0
Sun,Night,80,Medium,Holiday,Sleeper,5,Tatkal,31,0
Sat,Evening,80,Low,Holiday,1AC,5,Tatkal,8,1
Fri,Evening,36,Low,Festival,2AC,3,Normal,13,1
Fri,Morning,0,Medium,Festival,Sleeper,5,Normal,38,0
Sat,Night,114,Low,Festival,2AC,4,Tatkal,31,0
Sat,Night,0,Low,Normal,Sleeper,1,Normal,15,0
Wed,Night,54,High,Normal,1AC,4,Normal,82,0
Tue,Morning,23,Medium,Festival,3AC,5,Tatkal,28,0
Mon,Evening,83,Medium,Festival,Sleeper,1,Tatkal,37,1
Tue,Night,104,Medium,Holiday,1AC,3,Normal,99,1
Tue,Afternoon,103,Low,Holiday,3AC,2,Tatkal,97,1
Mon,Morning,102,Medium,Festival,1AC,2,Normal,52,1
Fri,Morning,10,High,Holiday,Sleeper,4,Tatkal,7,1
Tue,Morning,88,High,Festival,3AC,3,Tatkal,50,0
Thu,Morning,25,High,Normal,2AC,1,Tatkal,4,1
Thu,Evening,98,Low,Festival,Sleeper,1,Normal,40,1
Wed,Evening,27,High,Normal,1AC,1,Normal,32,0
Wed,Night,81,Medium,Holiday,3AC,4,Tatkal,78,0
Sun,Night,9,High,Festival,3AC,3,Normal,15,0
Mon,Morning,52,Medium,Festival,Sleeper,1,Tatkal,24,0
Mon,Afternoon,47,High,Normal,3AC,5,Normal,39,1
Wed,Evening,25,High,Festival,Sleeper,2,Tatkal,60,0
Sat,Morning,56,Low,Holiday,3AC,1,Tatkal,94,1
Tue,Evening,81,High,Festival,2AC,3,Normal,92,1
Sat,Morning,97,Low,Festival,2AC,1,Normal,51,1
Fri,Afternoon,84,Low,Festival,3AC,4,Tatkal,79,1
Thu,Morning,63,High,Holiday,3AC,4,Tatkal,5,0
Mon,Morning,40,High,Festival,1AC,3,Normal,90,1
Wed,Morning,40,Medium,Festival,Sleeper,2,Normal,47,0
Thu,Afternoon,35,Low,Holiday,Sleeper,5,Normal,22,0
Sat,Night,91,High,Festival,2AC,2,Normal,67,1
Mon,Night,120,Medium,Normal,2AC,4,Tatkal,27,1
Mon,Night,43,Medium,Holiday,1AC,1,Normal,92,0
Sun,Morning,80,Low,Normal,1AC,3,Tatkal,38,0
Tue,Night,72,Low,Festival,Sleeper,1,Normal,7,0
Mon,Morning,42,Medium,Festival,1AC,1,Tatkal,46,0
Fri,Evening,22,High,Normal,1AC,4,Normal,29,0
Mon,Morning,88,Medium,Holiday,2AC,4,Tatkal,24,0
Fri,Evening,42,Low,Festival,Sleeper,5,Tatkal,76,0
Sat,Morning,89,High,Normal,1AC,5,Normal,22,0
Sun,Afternoon,116,Low,Festival,2AC,4,Normal,14,0
Tue,Afternoon,21,Medium,Holiday,Sleeper,2,Normal,84,0
Sun,Night,112,High,Holiday,1AC,4,Normal,63,0
Fri,Afternoon,17,Low,Holiday,1AC,2,Normal,24,1
Sat,Morning,62,Low,Festival,1AC,3,Normal,63,1
Thu,Afternoon,112,Low,Holiday,1AC,3,Normal,45,0
Sun,Afternoon,64,Medium,Holiday,Sleeper,2,Tatkal,34,1
Sun,Morning,102,High,Festival,2AC,3,Normal,30,0
Mon,Night,13,Low,Festival,Sleeper,5,Tatkal,44,0
Sun,Night,92,High,Festival,2AC,5,Normal,92,0
Wed,Night,50,High,Holiday,1AC,3,Tatkal,99,0
Wed,Evening,78,High,Holiday,1AC,1,Normal,80,1
Fri,Night,111,Low,Holiday,3AC,1,Tatkal,48,1
Tue,Morning,46,Medium,Festival,3AC,5,Normal,32,1
Fri,Night,14,Low,Holiday,Sleeper,1,Tatkal,95,1
Sun,Morning,109,Low,Holiday,1AC,1,Tatkal,47,1
Sun,Evening,16,Medium,Normal,1AC,2,Normal,36,1
Sat,Afternoon,80,High,Normal,2AC,3,Normal,76,0
Sun,Morning,102,Low,Holiday,3AC,5,Tatkal,57,1
Sat,Evening,90,Low,Holiday,Sleeper,1,Tatkal,52,1
Sun,Evening,59,Medium,Holiday,1AC,4,Normal,7,1
Sun,Afternoon,94,Low,Holiday,3AC,3,Normal,42,1
Fri,Morning,100,Low,Holiday,3AC,2,Tatkal,14,0
Fri,Night,108,High,Holiday,1AC,2,Tatkal,100,0
Thu,Evening,15,Low,Festival,1AC,3,Normal,13,0
Sat,Night,64,Medium,Festival,2AC,1,Tatkal,38,1
Thu,Morning,119,Medium,Normal,2AC,4,Tatkal,68,1
Fri,Morning,14,Low,Holiday,Sleeper,5,Normal,12,0
Tue,Afternoon,69,Medium,Holiday,Sleeper,2,Tatkal,5,1
Mon,Night,31,Medium,Holiday,3AC,4,Normal,62,0
Sat,Morning,36,Low,Normal,3AC,4,Normal,84,0
Wed,Afternoon,79,Low,Normal,3AC,4,Tatkal,29,1
Thu,Evening,5,High,Normal,Sleeper,1,Normal,24,0
Sat,Night,119,Low,Festival,3AC,4,Normal,3,1
Mon,Afternoon,107,Medium,Festival,3AC,3,Normal,84,0
Thu,Afternoon,120,Medium,Holiday,3AC,2,Normal,71,1
Sat,Evening,10,High,Festival,2AC,5,Tatkal,38,1
Thu,Afternoon,74,Medium,Holiday,Sleeper,4,Normal,36,1
Thu,Afternoon,24,Medium,Festival,Sleeper,3,Normal,64,1
Fri,Evening,74,Medium,Festival,Sleeper,2,Normal,30,0
Sun,Afternoon,82,High,Holiday,2AC,5,Tatkal,19,1
Fri,Night,64,Low,Normal,1AC,3,Tatkal,91,1
Thu,Morning,73,High,Festival,1AC,4,Tatkal,59,0
Thu,Afternoon,5,Medium,Festival,1AC,4,Normal,36,1
Sun,Afternoon,30,Medium,Normal,2AC,4,Tatkal,80,1
Wed,Morning,118,High,Holiday,3AC,3,Normal,70,1
Mon,Afternoon,15,High,Normal,Sleeper,4,Normal,43,0
Sun,Evening,101,Low,Normal,3AC,5,Normal,24,1
Mon,Night,68,Medium,Normal,Sleeper,5,Normal,66,1
Tue,Evening,44,Medium,Holiday,2AC,5,Normal,84,1
Sun,Morning,105,Medium,Holiday,2AC,2,Normal,40,1
Tue,Evening,10,Low,Normal,2AC,5,Tatkal,29,0
Tue,Night,4,Low,Holiday,2AC,3,Normal,96,1
Fri,Afternoon,11,Medium,Festival,2AC,3,Tatkal,13,0
Fri,Evening,77,High,Normal,1AC,1,Tatkal,86,0
Wed,Afternoon,9,Low,Holiday,1AC,5,Tatkal,37,0
Fri,Afternoon,2,Low,Festival,1AC,4,Normal,74,0
Tue,Night,83,Medium,Holiday,Sleeper,3,Tatkal,54,1
Sat,Night,13,Low,Normal,3AC,2,Normal,61,1
Thu,Afternoon,89,Medium,Festival,2AC,2,Normal,39,0
Tue,Night,50,High,Normal,1AC,3,Normal,59,0
Wed,Afternoon,24,High,Holiday,Sleeper,4,Tatkal,34,0
Thu,Afternoon,18,Low,Festival,3AC,5,Normal,55,0
Fri,Evening,110,High,Holiday,3AC,5,Tatkal,12,1
Thu,Afternoon,79,Medium,Festival,Sleeper,3,Tatkal,72,0
Sat,Morning,59,Low,Holiday,1AC,4,Tatkal,82,0
Wed,Night,52,High,Holiday,Sleeper,2,Normal,23,0
Fri,Morning,53,Medium,Normal,Sleeper,2,Normal,94,1
Mon,Morning,119,Medium,Holiday,3AC,1,Tatkal,38,0
Tue,Evening,105,Low,Festival,3AC,3,Normal,37,0
Sun,Morning,69,High,Festival,2AC,1,Normal,24,0
Sat,Night,69,High,Festival,1AC,5,Tatkal,60,0
Sat,Afternoon,117,High,Normal,3AC,4,Tatkal,23,0
Sun,Night,32,Low,Holiday,3AC,1,Tatkal,73,1
Tue,Evening,73,High,Normal,Sleeper,5,Normal,49,1
Wed,Evening,26,Medium,Normal,Sleeper,2,Tatkal,73,1
Wed,Afternoon,85,Low,Holiday,3AC,2,Normal,20,0
Sat,Morning,16,Medium,Festival,Sleeper,5,Normal,66,0
Tue,Afternoon,92,Medium,Holiday,3AC,5,Tatkal,96,0
Thu,Morning,65,High,Normal,1AC,5,Normal,6,1
Mon,Morning,23,Medium,Festival,3AC,5,Tatkal,60,1
Mon,Morning,23,High,Festival,Sleeper,5,Normal,2,1
Wed,Morning,33,Medium,Normal,Sleeper,3,Normal,53,0
Wed,Morning,27,Low,Festival,3AC,2,Normal,15,0
Thu,Afternoon,14,High,Normal,Sleeper,2,Normal,39,0
Wed,Evening,114,Medium,Holiday,2AC,5,Normal,57,1
Mon,Evening,53,High,Festival,2AC,1,Tatkal,61,0
Tue,Evening,83,Medium,Holiday,1AC,5,Tatkal,28,1
Sat,Afternoon,88,Low,Normal,1AC,2,Tatkal,29,1
Mon,Night,70,Medium,Holiday,Sleeper,4,Tatkal,37,0
Thu,Afternoon,89,Low,Festival,2AC,3,Tatkal,29,1
Tue,Evening,104,High,Normal,Sleeper,3,Tatkal,85,0
Tue,Night,60,Medium,Holiday,1AC,3,Normal,87,0
Sat,Morning,6,Medium,Festival,1AC,5,Tatkal,41,1
Mon,Evening,47,Medium,Normal,1AC,3,Normal,23,1
Sun,Evening,117,Low,Normal,3AC,1,Normal,93,1
Tue,Morning,35,High,Holiday,1AC,1,Normal,70,0
Tue,Night,39,Medium,Holiday,2AC,3,Tatkal,29,1
Wed,Morning,117,Medium,Normal,Sleeper,5,Tatkal,91,1
Tue,Morning,41,High,Normal,3AC,4,Tatkal,4,0
Thu,Afternoon,52,Low,Holiday,1AC,3,Tatkal,11,0
Tue,Morning,108,Medium,Holiday,3AC,4,Tatkal,86,0
Wed,Evening,21,High,Festival,3AC,1,Tatkal,69,0
Fri,Evening,75,High,Normal,Sleeper,3,Normal,47,1
Fri,Evening,92,Medium,Normal,3AC,4,Tatkal,32,1
Thu,Night,85,High,Holiday,2AC,4,Normal,11,1
Sat,Evening,49,High,Holiday,3AC,2,Normal,52,1
Sat,Morning,34,High,Festival,2AC,5,Normal,96,0
Sun,Afternoon,25,Medium,Holiday,1AC,4,Normal,94,1
Sun,Evening,8,Medium,Normal,2AC,5,Tatkal,51,0
Thu,Night,71,Medium,Festival,1AC,5,Tatkal,92,0
Tue,Morning,103,Medium,Festival,2AC,2,Normal,99,1
Tue,Morning,64,Low,Festival,Sleeper,5,Normal,97,0
Fri,Night,91,Low,Normal,3AC,2,Normal,74,1
Fri,Afternoon,120,Low,Festival,2AC,4,Normal,42,0
Mon,Night,83,Medium,Festival,3AC,1,Normal,78,1
Fri,Afternoon,45,Medium,Normal,2AC,3,Normal,81,0
Sun,Night,26,Low,Holiday,3AC,5,Tatkal,69,0
Fri,Morning,78,Medium,Holiday,2AC,3,Tatkal,48,1
Thu,Evening,1,Low,Normal,2AC,3,Tatkal,1,1
Mon,Evening,54,Medium,Normal,1AC,4,Normal,97,0
Sat,Afternoon,53,High,Holiday,2AC,2,Normal,18,0
Mon,Morning,13,High,Festival,3AC,4,Normal,100,0
Tue,Evening,44,High,Festival,Sleeper,2,Normal,32,0
Tue,Night,111,High,Holiday,3AC,2,Normal,100,0
Mon,Morning,40,Low,Holiday,3AC,3,Normal,78,1
Mon,Morning,74,Medium,Festival,2AC,5,Tatkal,54,1
Tue,Evening,1,High,Holiday,2AC,5,Normal,59,0
Sun,Night,5,Medium,Holiday,Sleeper,2,Tatkal,34,1
Thu,Night,90,High,Festival,Sleeper,5,Tatkal,8,1
Thu,Evening,7,Medium,Normal,3AC,2,Tatkal,31,0
Thu,Night,5,High,Festival,1AC,1,Tatkal,22,0
Thu,Evening,103,Low,Holiday,1AC,5,Normal,82,1
Tue,Afternoon,109,Medium,Normal,Sleeper,5,Normal,83,1
Sun,Afternoon,81,High,Festival,2AC,2,Tatkal,67,0
Wed,Morning,56,Low,Festival,2AC,4,Tatkal,94,0
Fri,Evening,27,Medium,Holiday,3AC,4,Tatkal,32,1
Fri,Night,85,Low,Holiday,3AC,5,Tatkal,76,1
Fri,Night,70,Medium,Holiday,1AC,4,Normal,34,0
Fri,Evening,113,Low,Festival,1AC,4,Tatkal,59,0
Tue,Morning,79,Low,Festival,2AC,2,Tatkal,90,1
Wed,Evening,41,High,Holiday,3AC,4,Tatkal,6,1
Tue,Night,39,High,Festival,2AC,5,Normal,19,0
Wed,Evening,42,Low,Normal,Sleeper,1,Tatkal,63,0
Tue,Night,8,Medium,Normal,3AC,1,Normal,43,1
Sun,Night,34,High,Holiday,Sleeper,1,Normal,48,1
Mon,Evening,3,High,Normal,3AC,1,Normal,16,0
Wed,Afternoon,46,Low,Festival,3AC,3,Normal,43,1
Fri,Night,76,Low,Holiday,Sleeper,2,Tatkal,83,1
Wed,Night,74,Low,Holiday,2AC,1,Normal,20,1
Sat,Morning,37,High,Holiday,Sleeper,4,Tatkal,84,0
Thu,Night,45,Medium,Festival,3AC,5,Tatkal,87,0
Wed,Evening,14,Medium,Normal,3AC,3,Tatkal,68,0
Sat,Afternoon,108,Low,Holiday,1AC,3,Tatkal,21,0
Thu,Night,34,High,Festival,3AC,4,Normal,82,0
Sat,Afternoon,89,Low,Normal,Sleeper,4,Normal,15,1
Thu,Morning,59,Medium,Holiday,3AC,4,Tatkal,70,1
Mon,Evening,54,High,Holiday,3AC,4,Tatkal,65,0
Wed,Night,111,Low,Festival,3AC,1,Tatkal,90,0
Sat,Afternoon,39,Medium,Holiday,1AC,5,Tatkal,39,0
Sun,Night,68,Medium,Normal,Sleeper,4,Normal,52,1
Mon,Afternoon,4,Medium,Holiday,Sleeper,3,Normal,49,1
Fri,Morning,18,Low,Festival,2AC,4,Normal,16,1
Wed,Afternoon,115,Medium,Festival,2AC,3,Normal,88,1
Tue,Night,98,Low,Normal,3AC,5,Normal,44,0
Tue,Evening,60,Medium,Normal,1AC,2,Normal,49,0
Tue,Afternoon,11,High,Holiday,2AC,2,Tatkal,73,1
Sun,Afternoon,119,Medium,Holiday,Sleeper,2,Normal,92,1
Sat,Evening,50,High,Holiday,3AC,5,Tatkal,22,1
Sat,Night,33,Low,Festival,3AC,4,Tatkal,45,0
Thu,Afternoon,37,High,Normal,Sleeper,3,Normal,25,0
Tue,Morning,87,High,Holiday,3AC,5,Tatkal,69,0
Fri,Night,43,Medium,Normal,1AC,1,Normal,26,1
Sat,Afternoon,78,Low,Normal,2AC,3,Tatkal,81,0
Sun,Morning,105,High,Festival,3AC,5,Tatkal,74,1
Wed,Morning,23,High,Holiday,3AC,4,Tatkal,26,1
Sat,Evening,95,High,Normal,2AC,2,Tatkal,13,1
Wed,Night,63,Low,Festival,Sleeper,2,Tatkal,62,1
Sun,Morning,101,Medium,Festival,3AC,5,Normal,65,1
Sat,Afternoon,43,Medium,Holiday,2AC,1,Tatkal,32,1
Thu,Night,13,Medium,Normal,3AC,4,Tatkal,25,0
Thu,Evening,30,High,Holiday,3AC,2,Tatkal,30,0
Thu,Morning,101,High,Normal,Sleeper,4,Normal,86,0
Fri,Morning,53,Medium,Normal,1AC,3,Tatkal,94,0
Sat,Morning,4,Medium,Festival,3AC,4,Tatkal,54,0
Wed,Afternoon,99,High,Holiday,Sleeper,3,Tatkal,55,0
Sun,Night,113,Medium,Holiday,3AC,2,Normal,56,0
Sat,Afternoon,29,Medium,Festival,Sleeper,5,Tatkal,36,0
Sun,Morning,58,High,Festival,1AC,2,Normal,23,0
Mon,Evening,77,High,Festival,2AC,5,Normal,82,1
Thu,Afternoon,116,Medium,Normal,1AC,1,Tatkal,81,0
Tue,Evening,33,Medium,Festival,2AC,2,Tatkal,72,0
Sun,Afternoon,56,Medium,Festival,Sleeper,5,Tatkal,34,0
Mon,Evening,115,Low,Normal,3AC,4,Tatkal,73,1
Sun,Evening,0,High,Holiday,3AC,3,Normal,75,0
Mon,Morning,105,High,Normal,1AC,2,Tatkal,19,0
Sun,Morning,64,Medium,Normal,Sleeper,3,Normal,38,0
Thu,Night,41,Medium,Normal,2AC,4,Normal,96,1
Tue,Morning,36,Medium,Normal,3AC,5,Normal,11,0
Thu,Night,26,Low,Holiday,Sleeper,1,Normal,48,1
Sun,Morning,55,Medium,Holiday,2AC,5,Tatkal,23,1
Thu,Evening,10,Medium,Festival,3AC,3,Tatkal,95,0
Tue,Night,102,Low,Holiday,1AC,3,Normal,52,1
Mon,Morning,75,Low,Festival,Sleeper,5,Normal,46,1
Mon,Afternoon,6,Medium,Festival,2AC,2,Normal,88,1
Sun,Morning,20,Low,Holiday,3AC,1,Normal,16,1
Sat,Morning,40,High,Holiday,3AC,2,Tatkal,0,0
Tue,Afternoon,100,High,Holiday,1AC,2,Tatkal,63,1
Mon,Morning,96,Low,Normal,3AC,2,Normal,75,1
Fri,Night,52,High,Holiday,3AC,5,Normal,45,1
Thu,Morning,29,High,Normal,Sleeper,3,Tatkal,14,0
Sun,Morning,58,Medium,Normal,Sleeper,4,Tatkal,9,0
Fri,Afternoon,30,Low,Normal,3AC,2,Normal,20,1
Fri,Afternoon,13,High,Normal,2AC,5,Tatkal,23,0
Sat,Morning,94,High,Festival,2AC,5,Tatkal,3,0
Sat,Afternoon,59,Medium,Holiday,1AC,5,Normal,87,1
Sat,Evening,50,Medium,Holiday,2AC,1,Normal,63,0
Fri,Afternoon,98,Low,Holiday,2AC,5,Normal,51,1
Wed,Night,29,High,Holiday,3AC,5,Normal,64,0
Wed,Morning,68,High,Holiday,1AC,5,Normal,95,1
Fri,Afternoon,0,High,Normal,Sleeper,2,Normal,40,0
Thu,Morning,23,Medium,Festival,2AC,4,Tatkal,6,1
Sun,Night,24,Medium,Festival,Sleeper,4,Tatkal,82,1
Fri,Evening,30,High,Holiday,3AC,1,Normal,60,1
Sun,Evening,73,High,Holiday,Sleeper,5,Tatkal,58,1
Fri,Morning,51,Low,Normal,Sleeper,1,Tatkal,95,1
Sat,Afternoon,16,Low,Festival,1AC,2,Normal,14,0
Sun,Evening,33,Low,Holiday,Sleeper,1,Tatkal,51,0
Sat,Morning,91,Low,Normal,2AC,1,Normal,11,0
Sat,Morning,86,High,Normal,1AC,1,Tatkal,90,1
Wed,Evening,112,High,Holiday,3AC,1,Normal,48,0
Fri,Morning,82,Low,Holiday,3AC,3,Tatkal,81,1
Thu,Evening,27,Low,Normal,1AC,2,Normal,74,1
Thu,Evening,102,High,Holiday,3AC,2,Tatkal,69,1
Sat,Afternoon,19,Medium,Normal,3AC,2,Normal,64,0
Sat,Morning,12,High,Festival,1AC,4,Tatkal,51,0
Fri,Evening,109,High,Holiday,Sleeper,4,Tatkal,73,0
Thu,Evening,75,Low,Festival,1AC,2,Normal,45,1
Fri,Afternoon,44,Low,Festival,2AC,4,Normal,26,1
Sun,Evening,14,High,Festival,Sleeper,1,Normal,52,0
Wed,Afternoon,57,Medium,Holiday,2AC,4,Normal,85,0
Fri,Evening,67,Medium,Normal,3AC,5,Tatkal,45,1
Sat,Morning,32,Low,Festival,Sleeper,3,Normal,83,1
Mon,Morning,119,Medium,Holiday,Sleeper,3,Tatkal,55,0
Wed,Morning,35,Low,Normal,3AC,5,Normal,70,0
Thu,Afternoon,91,High,Festival,2AC,1,Tatkal,30,0
Thu,Morning,56,Low,Festival,3AC,4,Normal,44,1
Sat,Afternoon,107,High,Normal,3AC,1,Tatkal,45,0
Sat,Night,20,Low,Normal,3AC,3,Tatkal,65,0
Wed,Afternoon,5,Medium,Normal,2AC,5,Normal,71,0
Sat,Night,53,Medium,Holiday,1AC,2,Normal,79,1
Mon,Afternoon,120,Medium,Normal,3AC,1,Normal,32,1
Wed,Evening,2,High,Holiday,Sleeper,1,Tatkal,78,0
Sat,Afternoon,27,Low,Holiday,1AC,5,Normal,6,0
Sun,Evening,37,Medium,Normal,3AC,2,Normal,39,0
Tue,Afternoon,47,Low,Festival,1AC,5,Tatkal,45,1
Mon,Afternoon,11,High,Festival,1AC,2,Tatkal,34,0
Wed,Night,94,High,Holiday,Sleeper,4,Normal,24,0
Tue,Night,108,Low,Festival,2AC,3,Tatkal,56,1
Fri,Evening,40,Low,Holiday,3AC,2,Tatkal,30,0
Mon,Evening,55,High,Festival,2AC,4,Tatkal,12,0
Fri,Morning,22,Medium,Holiday,Sleeper,1,Tatkal,19,0
Tue,Morning,67,High,Holiday,1AC,5,Tatkal,15,0
Thu,Night,36,Medium,Festival,3AC,4,Tatkal,47,1
Thu,Evening,54,Low,Holiday,Sleeper,3,Tatkal,73,0
Sat,Morning,58,Low,Normal,Sleeper,1,Normal,56,0
Thu,Evening,21,High,Normal,3AC,2,Tatkal,69,0
Fri,Night,42,Medium,Festival,2AC,5,Normal,86,0
Mon,Evening,4,High,Normal,2AC,3,Tatkal,81,1
Fri,Night,56,Medium,Normal,Sleeper,4,Tatkal,38,1
Fri,Morning,75,Low,Holiday,2AC,4,Tatkal,39,1
Thu,Evening,100,Medium,Festival,Sleeper,4,Normal,23,0
Fri,Evening,60,Medium,Festival,3AC,4,Tatkal,95,0
Tue,Morning,53,High,Festival,2AC,1,Tatkal,75,0
Wed,Afternoon,57,Low,Festival,2AC,5,Tatkal,77,0
Wed,Afternoon,77,High,Festival,2AC,4,Normal,26,0
Wed,Night,93,Low,Holiday,1AC,2,Tatkal,11,1
Sat,Evening,22,Medium,Festival,2AC,1,Normal,60,0
Sun,Morning,33,High,Festival,3AC,1,Tatkal,67,0
Sun,Night,36,High,Festival,2AC,1,Tatkal,20,1
Thu,Morning,85,Medium,Festival,3AC,3,Tatkal,58,0
Sun,Afternoon,46,High,Normal,3AC,5,Normal,35,0
Thu,Evening,2,Medium,Normal,1AC,2,Normal,30,0
Wed,Night,83,Medium,Normal,Sleeper,4,Tatkal,57,0
Mon,Afternoon,27,Medium,Normal,Sleeper,2,Normal,21,0
Sat,Afternoon,45,High,Festival,Sleeper,1,Tatkal,20,0
Wed,Evening,81,High,Holiday,2AC,5,Normal,66,1
Fri,Evening,70,Low,Normal,2AC,5,Tatkal,87,0
Sun,Evening,33,High,Holiday,Sleeper,5,Normal,37,0
